customer_id,num_orders,spent_amount,installments,age,potential
CUST00144,3,7757.23,9,23,HIGH
CUST00145,4,1451.55,15,44,LOW
CUST00146,7,5693.15,22,28,MEDIUM
CUST00147,13,9129.98,9,47,HIGH
CUST00148,4,6229.38,22,69,MEDIUM
CUST00149,1,1687.45,8,31,LOW
CUST00150,7,5522.95,22,31,MEDIUM
CUST00151,3,7414.11,22,48,MEDIUM
CUST00152,17,2087.91,10,58,LOW
CUST00153,6,6503.29,5,30,MEDIUM
CUST00154,18,8549.52,23,61,HIGH
CUST00155,17,3891.07,4,62,MEDIUM
CUST00156,13,7749.24,17,42,HIGH
CUST00157,9,9075.28,15,32,HIGH
CUST00158,18,8256.07,5,67,HIGH
CUST00159,10,3692.04,2,49,MEDIUM
CUST00160,10,4220.23,23,28,MEDIUM
CUST00161,9,3609.92,10,34,MEDIUM
CUST00162,17,3895.53,9,40,MEDIUM
CUST00163,7,5119.74,14,45,MEDIUM
CUST00164,7,2138.88,21,19,LOW
CUST00165,18,813.47,16,24,LOW
CUST00166,18,2594.99,1,66,MEDIUM
CUST00167,15,6744.33,2,37,MEDIUM
CUST00168,19,7736.41,14,67,HIGH
CUST00169,9,5518.26,15,30,MEDIUM
CUST00170,4,2610.47,3,52,MEDIUM
CUST00171,2,9406.66,7,66,HIGH
CUST00172,3,5450.14,15,50,MEDIUM
CUST00173,12,1817.15,21,21,LOW
CUST00174,7,4060.12,13,27,MEDIUM
CUST00175,6,7767.89,1,57,HIGH
CUST00176,10,9308.57,22,35,HIGH
CUST00177,16,9805.55,20,35,HIGH
CUST00178,3,951.59,11,56,LOW
CUST00179,17,6938.23,20,65,MEDIUM
CUST00180,13,7481.48,9,43,MEDIUM
CUST00181,2,8665.85,20,61,HIGH
CUST00182,7,5879.27,11,66,MEDIUM
CUST00183,19,2121.51,2,21,LOW
CUST00184,10,3493.09,18,38,MEDIUM
CUST00185,4,7179.64,4,38,MEDIUM
CUST00186,18,6555.94,17,39,MEDIUM
CUST00187,19,8924.27,16,51,HIGH
CUST00188,7,2692.24,22,62,MEDIUM
CUST00189,13,9141,1,52,HIGH
CUST00190,15,1116.61,20,67,LOW
CUST00191,12,935.44,16,37,LOW
CUST00192,19,8594.7,15,54,HIGH
CUST00193,10,6374.34,17,25,MEDIUM
CUST00194,15,8626.87,21,27,HIGH
CUST00195,7,7487.55,23,59,MEDIUM
CUST00196,11,753.67,2,24,LOW
CUST00197,5,6464.8,18,31,MEDIUM
CUST00198,3,7109.4,17,65,MEDIUM
CUST00199,1,7455.52,4,41,MEDIUM
CUST00200,9,8881.75,10,23,HIGH
CUST00201,17,294.51,3,24,LOW
CUST00202,9,4633.97,1,43,MEDIUM
CUST00203,9,5761.6,8,48,MEDIUM
CUST00204,12,1780,12,55,LOW
CUST00205,3,3203.28,8,58,MEDIUM
CUST00206,7,4152.28,6,42,MEDIUM
CUST00207,2,903.07,21,40,LOW
CUST00208,8,7010.91,12,64,MEDIUM
CUST00209,2,9581.54,15,28,HIGH
CUST00210,16,3715.08,22,67,MEDIUM
CUST00211,16,5629.56,11,66,MEDIUM
CUST00212,4,920.16,11,19,LOW
CUST00213,15,8509.58,8,39,HIGH
CUST00214,16,8738.94,11,69,HIGH
CUST00215,7,4063.87,21,26,MEDIUM
CUST00216,18,3326.26,5,57,MEDIUM
CUST00217,13,9277.74,11,58,HIGH
CUST00218,3,1447.23,16,58,LOW
CUST00219,7,3011.93,18,33,MEDIUM
CUST00220,16,423.03,7,58,LOW
CUST00221,4,6399.86,16,34,MEDIUM
CUST00222,12,2792.43,23,38,MEDIUM
CUST00223,6,4214.07,22,23,MEDIUM
CUST00224,15,2226.08,8,21,LOW
CUST00225,19,1918.63,22,38,LOW
CUST00226,14,3720.17,4,29,MEDIUM
CUST00227,17,5946.92,18,51,MEDIUM
CUST00228,19,1809.97,23,22,LOW
CUST00229,2,4262.2,3,21,MEDIUM
CUST00230,15,4831.48,10,33,MEDIUM
CUST00231,1,2347.26,20,49,LOW
CUST00232,5,1948.57,20,54,LOW
CUST00233,7,6284.62,12,20,MEDIUM
CUST00234,7,163.52,20,63,LOW
CUST00235,10,7276.61,20,40,MEDIUM
CUST00236,8,6868.11,23,66,MEDIUM
CUST00237,2,8580.65,14,44,HIGH
CUST00238,19,9125.13,22,25,HIGH
CUST00239,6,9725.63,4,68,HIGH
CUST00240,7,7605.21,9,25,HIGH
CUST00241,3,2086.3,3,44,LOW
CUST00242,16,7984.91,13,54,HIGH
CUST00243,14,2958.79,4,28,MEDIUM
CUST00244,6,6953.22,19,18,MEDIUM
CUST00245,17,7779.97,23,20,HIGH
CUST00246,6,6985.92,23,48,MEDIUM
CUST00247,4,153.98,1,66,LOW
CUST00248,11,4811.22,20,50,MEDIUM
CUST00249,3,1940.05,4,43,LOW
CUST00250,7,3870.12,10,54,MEDIUM
CUST00251,16,1609.96,11,56,LOW
CUST00252,10,6628.46,19,65,MEDIUM
CUST00253,5,8730.42,5,48,HIGH
CUST00254,16,3587.77,9,30,MEDIUM
CUST00255,11,8374.72,4,25,HIGH
CUST00256,14,7792.1,5,55,HIGH
CUST00257,11,2829.2,1,35,MEDIUM
CUST00258,2,717.69,8,18,LOW
CUST00259,14,7585.5,7,47,HIGH
CUST00260,5,2737.66,7,63,MEDIUM
CUST00261,7,2570.67,15,48,MEDIUM
CUST00262,18,3766.91,6,44,MEDIUM
CUST00263,16,2563.68,5,59,MEDIUM
CUST00264,15,537.02,8,58,LOW
CUST00265,2,6989.76,8,68,MEDIUM
CUST00266,7,927.14,19,27,LOW
CUST00267,13,6068.55,11,34,MEDIUM
CUST00268,10,3472.76,7,48,MEDIUM
CUST00269,7,2005.84,21,52,LOW
CUST00270,13,1406.52,15,64,LOW
CUST00271,3,6557.81,15,62,MEDIUM
CUST00272,12,6033.05,3,28,MEDIUM
CUST00273,19,5232.13,14,60,MEDIUM
CUST00274,2,1256.47,15,56,LOW
CUST00275,5,737.99,13,55,LOW
CUST00276,9,6629.12,18,57,MEDIUM
CUST00277,4,9440.3,2,57,HIGH
CUST00278,5,4221.47,23,52,MEDIUM
CUST00279,19,2899.5,17,57,MEDIUM
CUST00280,5,6044.23,12,34,MEDIUM
CUST00281,2,3048.63,22,67,MEDIUM
CUST00282,17,8080.1,23,31,HIGH
CUST00283,10,8396.61,15,28,HIGH
CUST00284,18,7717.71,4,56,HIGH
CUST00285,2,3809.12,9,44,MEDIUM
CUST00286,5,4644.87,13,62,MEDIUM
CUST00287,11,9769.38,1,43,HIGH
CUST00288,6,9269.65,3,49,HIGH
CUST00289,11,5224.97,17,25,MEDIUM
CUST00290,18,5076.53,2,53,MEDIUM
CUST00291,9,6456.83,4,57,MEDIUM
CUST00292,12,2625.37,22,66,MEDIUM
CUST00293,18,961.86,22,29,LOW
CUST00294,19,8097.43,3,57,HIGH
CUST00295,12,6538.22,19,44,MEDIUM
CUST00296,17,4857.53,13,63,MEDIUM
CUST00297,3,4583.48,17,59,MEDIUM
CUST00298,2,3421.72,18,43,MEDIUM
CUST00299,10,882.89,21,18,LOW
CUST00300,10,3250.8,5,41,MEDIUM
CUST00301,13,9722.16,22,35,HIGH
CUST00302,2,8276.4,17,48,HIGH
CUST00303,14,2062.37,5,42,LOW
CUST00304,1,5800,18,68,MEDIUM
CUST00305,1,9552.61,16,21,HIGH
CUST00306,6,4484.24,18,19,MEDIUM
CUST00307,5,3746.53,23,65,MEDIUM
CUST00308,10,9119.54,9,26,HIGH
CUST00309,11,7800.06,4,21,HIGH
CUST00310,6,800.56,8,49,LOW
CUST00311,4,8111.02,5,68,HIGH
CUST00312,4,321.05,15,22,LOW
CUST00313,6,2954.65,2,39,MEDIUM
CUST00314,16,7436.31,1,45,MEDIUM
CUST00315,3,208.78,21,47,LOW
CUST00316,2,3612.81,10,48,MEDIUM
CUST00317,10,4023.27,7,31,MEDIUM
CUST00318,15,3385.46,18,69,MEDIUM
CUST00319,15,9968.45,3,27,HIGH
CUST00320,17,9553.95,19,37,HIGH
CUST00321,11,4026.61,9,48,MEDIUM
CUST00322,19,5117.68,2,30,MEDIUM
CUST00323,10,7034.47,10,37,MEDIUM
CUST00324,6,7402.45,10,20,MEDIUM
CUST00325,3,2289.69,4,37,LOW
CUST00326,18,9533.03,9,27,HIGH
CUST00327,5,405.65,15,58,LOW
CUST00328,19,2429.74,22,67,LOW
CUST00329,19,3940.89,19,45,MEDIUM
CUST00330,16,9610.47,4,61,HIGH
CUST00331,8,2326.49,21,41,LOW
CUST00332,14,4193.94,3,42,MEDIUM
CUST00333,19,4895.72,13,35,MEDIUM
CUST00334,19,5654.38,13,55,MEDIUM
CUST00335,2,2496.5,14,54,LOW
CUST00336,11,3702.93,5,61,MEDIUM
CUST00337,15,9730.87,10,21,HIGH
CUST00338,10,6399.84,15,56,MEDIUM
CUST00339,6,2951.23,14,18,MEDIUM
CUST00340,15,5166.33,1,25,MEDIUM
CUST00341,19,8456.67,2,59,HIGH
CUST00342,7,3380.76,4,61,MEDIUM
CUST00343,5,6101.2,2,48,MEDIUM
CUST00344,16,3790.7,12,34,MEDIUM
CUST00345,5,863.74,8,65,LOW
CUST00346,1,2833.42,16,40,MEDIUM
CUST00347,7,4726.05,10,33,MEDIUM
CUST00348,18,1120.6,16,67,LOW
CUST00349,9,3335.46,3,32,MEDIUM
CUST00350,8,1328.18,16,60,LOW
CUST00351,10,9060.76,23,25,HIGH
CUST00352,12,9427.02,9,27,HIGH
CUST00353,13,4557.55,10,39,MEDIUM
CUST00354,11,5518.53,22,41,MEDIUM
CUST00355,6,825.92,5,42,LOW
CUST00356,5,1361.59,21,32,LOW
CUST00357,5,8655.49,17,56,HIGH
CUST00358,5,2335.9,5,25,LOW
CUST00359,8,5244.98,6,53,MEDIUM
CUST00360,11,6391.75,6,53,MEDIUM
CUST00361,3,1539.99,11,36,LOW
CUST00362,16,8146,13,61,HIGH
CUST00363,3,5330.8,7,41,MEDIUM
CUST00364,13,4831.96,17,38,MEDIUM
CUST00365,1,8200.45,4,31,HIGH
CUST00366,7,5534.79,12,59,MEDIUM
CUST00367,13,1974.77,5,63,LOW
CUST00368,3,257.75,14,57,LOW
CUST00369,8,2220.05,23,40,LOW
CUST00370,8,5195.62,12,25,MEDIUM
CUST00371,12,8873.83,7,66,HIGH
CUST00372,17,3674.66,9,69,MEDIUM
CUST00373,12,6054.17,11,41,MEDIUM
CUST00374,10,556.05,19,55,LOW
CUST00375,7,4933.25,14,53,MEDIUM
CUST00376,10,9721.16,15,65,HIGH
CUST00377,1,3495.59,3,27,MEDIUM
CUST00378,5,2902.51,1,69,MEDIUM
CUST00379,16,1819.17,9,24,LOW
CUST00380,15,3242.24,21,58,MEDIUM
CUST00381,1,6992.67,2,37,MEDIUM
CUST00382,14,8512.37,15,56,HIGH
CUST00383,6,8389.68,7,20,HIGH
CUST00384,17,257.32,16,63,LOW
CUST00385,6,9844.48,9,35,HIGH
CUST00386,6,4719.77,6,24,MEDIUM
CUST00387,16,5672.77,15,23,MEDIUM
CUST00388,10,2690.01,17,54,MEDIUM
CUST00389,14,5602.87,20,33,MEDIUM
CUST00390,15,5073.92,9,66,MEDIUM
CUST00391,19,2787.31,10,26,MEDIUM
CUST00392,5,4616.89,11,39,MEDIUM
CUST00393,5,9725.78,1,65,HIGH
CUST00394,13,2648.39,13,62,MEDIUM
CUST00395,19,5617.1,2,38,MEDIUM
CUST00396,6,9350.55,7,50,HIGH
CUST00397,10,9312.2,8,69,HIGH
CUST00398,6,5979.13,22,25,MEDIUM
CUST00399,19,4136.57,14,45,MEDIUM
CUST00400,17,5784.86,9,39,MEDIUM
CUST00401,6,4532.93,18,60,MEDIUM
CUST00402,15,5612.33,22,25,MEDIUM
CUST00403,2,2148.31,5,47,LOW
CUST00404,6,816.3,3,65,LOW
CUST00405,5,6678.55,16,55,MEDIUM
CUST00406,5,9106.2,18,28,HIGH
CUST00407,3,4663.43,23,20,MEDIUM
CUST00408,2,5740.45,9,66,MEDIUM
CUST00409,4,6250.91,16,61,MEDIUM
CUST00410,6,6956.78,2,68,MEDIUM
CUST00411,1,3037.67,9,37,MEDIUM
CUST00412,2,2637.23,20,29,MEDIUM
CUST00413,1,5836.09,20,69,MEDIUM
CUST00414,13,2578.72,20,24,MEDIUM
CUST00415,15,8777.8,19,60,HIGH
CUST00416,16,6942.32,3,58,MEDIUM
CUST00417,10,2767.93,14,69,MEDIUM
CUST00418,3,934.21,15,31,LOW
CUST00419,3,3671.89,5,27,MEDIUM
CUST00420,9,7458.98,5,43,MEDIUM
CUST00421,6,9422.17,12,38,HIGH
CUST00422,19,8608.99,3,30,HIGH
CUST00423,15,8964.37,3,53,HIGH
CUST00424,6,5141.4,8,38,MEDIUM
CUST00425,11,5418.25,5,41,MEDIUM
CUST00426,3,7641.41,19,48,HIGH
CUST00427,15,8271.75,5,64,HIGH
CUST00428,8,3882.35,6,59,MEDIUM
CUST00429,6,8894.83,15,56,HIGH
CUST00430,4,857.55,20,38,LOW
CUST00431,14,5646.23,12,64,MEDIUM
CUST00432,2,7979.12,10,28,HIGH
CUST00433,10,7511.63,2,38,HIGH
CUST00434,4,2043.98,22,60,LOW
CUST00435,16,6631.62,13,28,MEDIUM
CUST00436,11,3716.52,4,69,MEDIUM
CUST00437,2,2360.66,15,57,LOW
CUST00438,10,1300.65,19,45,LOW
CUST00439,12,4280.92,17,40,MEDIUM
CUST00440,13,4510.44,4,57,MEDIUM
CUST00441,17,6709.6,17,33,MEDIUM
CUST00442,10,2490,9,39,LOW
CUST00443,13,3222.62,3,59,MEDIUM
CUST00444,17,7339.32,20,39,MEDIUM
CUST00445,10,2196.4,2,34,LOW
CUST00446,9,5576.73,11,52,MEDIUM
CUST00447,2,7077.21,2,44,MEDIUM
CUST00448,14,821.45,20,51,LOW
CUST00449,15,7396.06,23,29,MEDIUM
CUST00450,4,4005.37,13,26,MEDIUM
CUST00451,8,1577.44,3,62,LOW
CUST00452,10,4332.93,5,48,MEDIUM
CUST00453,1,8820.66,3,43,HIGH
CUST00454,5,9126.71,4,56,HIGH
CUST00455,10,9976.45,14,51,HIGH
CUST00456,15,5080.29,6,64,MEDIUM
CUST00457,7,4461.08,11,43,MEDIUM
CUST00458,9,2634.42,9,25,MEDIUM
CUST00459,19,5919.65,6,69,MEDIUM
CUST00460,5,4591.82,22,54,MEDIUM
CUST00461,17,5928.17,22,25,MEDIUM
CUST00462,5,803.89,23,69,LOW
CUST00463,17,4506.59,6,61,MEDIUM
CUST00464,12,4054.23,9,56,MEDIUM
CUST00465,14,4883.99,1,40,MEDIUM
CUST00466,10,6365.27,6,65,MEDIUM
CUST00467,16,8089.53,17,60,HIGH
CUST00468,14,1575.32,7,42,LOW
CUST00469,17,9815.56,20,52,HIGH
CUST00470,2,1254.39,17,62,LOW
CUST00471,14,2704.22,19,40,MEDIUM
CUST00472,14,2245.8,11,31,LOW
CUST00473,17,3011.16,22,31,MEDIUM
CUST00474,6,2519.95,5,46,MEDIUM
CUST00475,7,948.8,8,43,LOW
CUST00476,10,5893.44,13,57,MEDIUM
CUST00477,16,3851.44,9,30,MEDIUM
CUST00478,15,2387.51,5,52,LOW
CUST00479,12,7888.91,7,46,HIGH
CUST00480,1,9077.56,10,31,HIGH
CUST00481,1,7041.52,21,59,MEDIUM
CUST00482,11,4067.98,15,65,MEDIUM
CUST00483,3,9057.17,20,43,HIGH
CUST00484,4,7339.72,12,65,MEDIUM
CUST00485,9,358.7,11,34,LOW
CUST00486,14,774.15,19,26,LOW
CUST00487,1,4132.43,7,45,MEDIUM
CUST00488,15,9182.34,1,38,HIGH
CUST00489,6,6050.29,21,64,MEDIUM
CUST00490,16,2030.81,10,60,LOW
CUST00491,4,2196,10,28,LOW
CUST00492,5,677.49,1,29,LOW
CUST00493,16,5951.79,16,45,MEDIUM
CUST00494,8,7964.2,1,27,HIGH
CUST00495,8,1756.93,12,48,LOW
CUST00496,19,6297.14,13,38,MEDIUM
CUST00497,5,5086.68,15,60,MEDIUM
CUST00498,5,8791.93,13,31,HIGH
CUST00499,1,3100.87,9,49,MEDIUM
CUST00500,7,1822.08,17,59,LOW
CUST00501,15,2274.29,16,50,LOW
CUST00502,2,5526.1,3,29,MEDIUM
CUST00503,17,3720.38,6,22,MEDIUM
CUST00504,6,700.96,17,69,LOW
CUST00505,10,480.66,19,38,LOW
CUST00506,18,3954.6,5,39,MEDIUM
CUST00507,11,7368.87,23,40,MEDIUM
CUST00508,19,1656.63,8,26,LOW
CUST00509,9,618.96,21,19,LOW
CUST00510,17,4810.05,3,21,MEDIUM
CUST00511,15,1328.97,1,20,LOW
CUST00512,7,5692.38,6,41,MEDIUM
CUST00513,12,4499.12,7,55,MEDIUM
CUST00514,17,7724.81,19,39,HIGH
CUST00515,9,728.55,5,37,LOW
CUST00516,7,9412.94,2,21,HIGH
CUST00517,2,8689.75,5,47,HIGH
CUST00518,17,9667.19,8,21,HIGH
CUST00519,13,4626.6,4,19,MEDIUM
CUST00520,4,702.29,9,60,LOW
CUST00521,19,1323.02,21,53,LOW
CUST00522,19,1860.8,8,51,LOW
CUST00523,15,3762.93,5,31,MEDIUM
CUST00524,11,8353.59,6,18,HIGH
CUST00525,17,2646.58,13,47,MEDIUM
CUST00526,7,2510.97,3,47,MEDIUM
CUST00527,7,8970.73,1,40,HIGH
CUST00528,9,5851.78,20,66,MEDIUM
CUST00529,12,9063.64,1,27,HIGH
CUST00530,10,2916.54,22,43,MEDIUM
CUST00531,12,2369.85,8,19,LOW
CUST00532,15,2347.56,4,21,LOW
CUST00533,5,4725.61,1,18,MEDIUM
CUST00534,12,7602.3,17,23,HIGH
CUST00535,3,9041.75,1,53,HIGH
CUST00536,11,6439,8,59,MEDIUM
CUST00537,8,8670.4,4,41,HIGH
CUST00538,4,2959.2,12,33,MEDIUM
CUST00539,6,5014.5,13,23,MEDIUM
CUST00540,17,6616.7,7,47,MEDIUM
CUST00541,2,8994.93,20,36,HIGH
CUST00542,10,7785.39,20,46,HIGH
CUST00543,11,6906.33,21,60,MEDIUM
CUST00544,19,7656.89,10,68,HIGH
CUST00545,14,1762.86,11,65,LOW
CUST00546,4,7596.52,6,28,HIGH
CUST00547,14,2953.13,12,56,MEDIUM
CUST00548,12,7488.4,11,19,MEDIUM
CUST00549,19,1995.6,9,60,LOW
CUST00550,10,4700.23,11,43,MEDIUM
CUST00551,5,5696.79,3,34,MEDIUM
CUST00552,5,9641.36,22,69,HIGH
CUST00553,19,8589.01,16,68,HIGH
CUST00554,11,5060.14,12,18,MEDIUM
CUST00555,5,8278.09,23,36,HIGH
CUST00556,2,8070.26,8,21,HIGH
CUST00557,14,3155.46,6,35,MEDIUM
CUST00558,16,534.51,23,18,LOW
CUST00559,2,5286.7,11,21,MEDIUM
CUST00560,19,6349.74,22,49,MEDIUM
CUST00561,8,1615.52,19,41,LOW
CUST00562,16,8150.03,1,56,HIGH
CUST00563,11,3979.2,8,50,MEDIUM
CUST00564,11,2948.45,22,49,MEDIUM
CUST00565,14,4442.4,18,25,MEDIUM
CUST00566,4,3915.96,1,30,MEDIUM
CUST00567,5,5023.73,3,25,MEDIUM
CUST00568,11,2313.93,16,66,LOW
CUST00569,11,1471.27,14,48,LOW
CUST00570,8,6878.22,17,51,MEDIUM
CUST00571,7,5939.87,1,50,MEDIUM
CUST00572,19,7376.43,12,67,MEDIUM
CUST00573,10,6398.06,20,20,MEDIUM
CUST00574,2,4511.05,7,41,MEDIUM
CUST00575,3,7418.78,15,24,MEDIUM
CUST00576,6,696.07,4,44,LOW
CUST00577,18,785.6,2,39,LOW
CUST00578,1,6814.22,16,62,MEDIUM
CUST00579,17,7668.19,6,51,HIGH
CUST00580,15,2307.48,2,26,LOW
CUST00581,15,6824.11,9,60,MEDIUM
CUST00582,18,7046.84,1,35,MEDIUM
CUST00583,17,5567.61,9,28,MEDIUM
CUST00584,15,9934.36,2,47,HIGH
CUST00585,5,4867.23,19,25,MEDIUM
CUST00586,19,7357.05,4,40,MEDIUM
CUST00587,9,4861.77,3,47,MEDIUM
CUST00588,14,8155.06,11,57,HIGH
CUST00589,13,5020.26,12,46,MEDIUM
CUST00590,16,9066.9,16,19,HIGH
CUST00591,4,6052.23,2,46,MEDIUM
CUST00592,7,6218.61,16,26,MEDIUM
CUST00593,3,2696.67,6,33,MEDIUM
CUST00594,2,4832.06,18,25,MEDIUM
CUST00595,2,3365.01,15,66,MEDIUM
CUST00596,13,5279.48,18,43,MEDIUM
CUST00597,5,9465.28,18,26,HIGH
CUST00598,2,2686.38,22,39,MEDIUM
CUST00599,8,6148.88,1,21,MEDIUM
CUST00600,14,6427.32,6,53,MEDIUM
CUST00601,10,8706.31,11,25,HIGH
CUST00602,17,9700.89,18,29,HIGH
CUST00603,12,918.32,18,43,LOW
CUST00604,13,1964.69,9,32,LOW
CUST00605,18,2459.11,13,55,LOW
CUST00606,3,5808.71,16,49,MEDIUM
CUST00607,3,7797.84,3,58,HIGH
CUST00608,15,5575.37,17,50,MEDIUM
CUST00609,4,7543.84,15,23,HIGH
CUST00610,10,6802.09,15,25,MEDIUM
CUST00611,7,3529.67,1,41,MEDIUM
CUST00612,19,5787.79,19,57,MEDIUM
CUST00613,14,729.22,14,41,LOW
CUST00614,5,4127.9,23,20,MEDIUM
